name,RA,Dec,TOI,vmag,epoch,epoch_uncertainty,period,period_uncertainty,duration,comments,depth,disposition,priority
"TIC 320506985.01",00:32:39.26,54:39:16.54,1557.01,10.5,2458765.31897,,1.08697,0.00021,1.967,"TFOP FP; retired as NEB (updated 2022-12-14)",0.86,FP,5
"TIC 117322779.01",03:13:24.54,49:47:01.53,1558.01,10.5,2458791.07301,,0.68601,0.0002,1.614," (updated 2022-12-14)",0.91,FP,5
"TIC 241040309.01",01:22:52.18,48:57:19.31,1559.01,10.4,2459904.889359,,3.4648951,0.0000069,1.046," (updated 2023-08-10)",1.34,PC,3
"TIC 241076290.01",01:56:07.89,52:35:07.74,1560.01,10.2,2459882.378835,,0.258000647136198,0.000008668655,0.535135600336654,"two stars in pixel; a/Rs~1 (updated 2023-02-25)",0.81,PC,3
"TIC 245462406.01",02:35:17.21,55:42:11.58,1561.01,10.3,2458791.81704,,2.27456,0.00108,3.32,"Slightly V-shaped (updated 2022-12-14)",1.02,FP,5
"TIC 249862365.01",02:32:29.52,52:42:14.73,1562.01,9.1,2458791.5299,,0.98999,0.00047,2.05,"Significant odd-even; likely EB (updated 2022-12-14)",0.42,FP,5
"TIC 249945230.01",02:35:14.45,48:16:25.55,1563.01,9.4,2458805.455547,,1098.2258586,0.0000012,6.121,"previous single transit; additional transit in s58; actual period likely shorter than max period of ~1098.2 days (updated 2023-08-10)",4.50,PC,3
"TIC 250724252.01",02:14:01.26,53:07:17.43,1564.01,10.3,2459882.553468,,0.55967011917542,0.000018679582,2.34898861223437,"V-shaped; TFOP BEB/APC; possible phase modulations (updated 2023-02-25)",4.05,APC,5
"TIC 251384275.01",02:58:52.86,58:44:06.88,1565.01,9.2,2459907.730268,,1099.25603849035,0.006300348,5.661,"alerted as single but now have two transits; max P~1099; may be too large to be planetary (updated 2023-02-25)",2.97,PC,3
"TIC 256414077.01",01:02:25.56,60:42:55.88,1566.01,10.6,2458793.38207,,3.01106,0.0008,3.073," (updated 2022-12-14)",1.62,FP,5
"TIC 284050395.01",00:35:57.57,65:01:33.73,1568.01,9.7,2458765.47569,,1.35932,0.00006,2.831,"check neighbors (updated 2022-12-14)",2.84,FP,5
"TIC 285666479.01",02:54:26.56,52:04:15.71,1569.01,10.4,2458791.98363,,1.71614,0.00072,2.038," (updated 2022-12-14)",0.68,APC,5
"TIC 285674856.01",03:32:47.11,51:53:04.21,1570.01,9.5,2458790.81038,,1.74626,0.00163,3.88,"other features at different periods in the BLS (updated 2022-12-14)",1.11,FP,5
"TIC 285677945.01",03:32:23.75,50:29:56.55,1571.01,10.2,2458791.56106,,1.2427,0.00049,1.563,"Possible depth aperture correlation (updated 2022-12-14)",0.66,FP,5
"TIC 292321872.01",02:07:36.53,45:30:00.56,1572.01,10.5,2458794.15217,,8.66698,0.00261,6.104,"Asymmetric transit shape; uncertain period (updated 2022-12-14)",9.85,FP,5
"TIC 302773669.01",02:49:44.79,71:45:11.12,1573.01,7.6,2459912.325678,,21.2169065,0.0004306,3.057,"HD 17156 b (updated 2023-02-25)",6.01,KP,5
"TIC 316254876.01",03:27:57.32,54:51:56.22,1575.01,10.4,2459935.126364,,2.4611008,0.0000063,3.13,"TFOP FP/retired as NEB (updated 2023-01-26)",1.79,FP,5
"TIC 327011842.01",01:33:52.05,45:00:37.18,1576.01,9.8,2459883.106456,,0.783879044456585,0.00014983246,1.48709657293689,"centroid centered between two fainter stars to E; possible phase modulation (updated 2023-08-29)",0.27,FP,5
"TIC 332154944.01",01:17:06.87,57:30:51.23,1577.01,9.6,2458791.36882,,0.99837,0.00007,1.632,"Check neighbor 332154930 (updated 2022-12-14)",2.73,FP,5
"TIC 348135793.01",02:17:30.47,56:25:17.36,1578.01,10.1,2458791.58678,,1.97741,0.00024,6.549,"Difference images failed. Possible depth aperture correlation between 2 and 3. (updated 2022-12-14)",5.47,FP,5
"TIC 354400186.01",01:50:57.13,48:21:08.34,1579.01,9.8,2458794.28172,,9.07768,0.00056,2.78,"likely EB; Rs 2.5; Rp ~26 (updated 2022-12-14)",19.17,FP,5
